Time,Label (common/hard fault),Label (common/soft fault),Label (common/controller fault),Label (common/hard and soft),Label (common/all),Label (advanced/hard fault),Label (advanced/soft fault),Label (advanced/controller fault),T101,T102,T104,T106,T108,T110,T112,T114,T116,PDIC101,PDIC102,PDIC103,PIC101,A102,M102,A101,M101,A103,M103,R,T103,T105,T107,T109,T111,T113,T115,P101,P102,AV101,AV103,AV104,AV105,AV106,AV107,AV108,AV109,TV101,H103_heating_power,H105_heating_power,H107_heating_power,H109_heating_power,H111_heating_power,H113_heating_power,TH101_SetPoint,TH101_Temperature,TH101_Start,TH101_Status,TH102_SetPoint,TH102_Temperature,TH102_Start,TH102_Status,TH103_SetPoint,TH103_Temperature,TH103_Start,TH103_Status,FI101_Pulses,PS102,PS103,PS104,LS101,LS102,LS103,LS104,HT_EN_0,HT_ON,T_ERROR_0,SP_OK
18:08:54,0,0,0,0,0,0,0,0,188.65,180.02,167.8,136.31,84.49,95.96,94.32,93.65,85.63,0,1.238,4.506333,1386.828613,3.986,7.134318,39.07,7.40728,0.63,0.85385,0.5,160.48,160.89,155.92,136.84,135.2,137.89,21.54,0, FALSE , TRUE , FALSE , FALSE , TRUE , FALSE , FALSE , TRUE , TRUE ,21,60,60,60,60,60,60,209,209, TRUE , FALSE ,0,21.700001, TRUE , FALSE ,95,95, TRUE , FALSE ,TRUE , TRUE , TRUE , TRUE , FALSE , TRUE , TRUE , FALSE , TRUE , TRUE , FALSE , FALSE 
18:09:24,0,0,0,0,0,0,0,0,188.26,177.09,167.75,136.74,83.96,95.96,94.5,93.81,85.36,0,1.353,5.075999,1417.39209,4.028,6.580156,39.009998,7.442755,0.6372,0.682067,0.5,160.43,160.9,155.93,136.86,135.19,137.89,21.55,0, FALSE , TRUE , FALSE , FALSE , TRUE , FALSE , FALSE , TRUE , TRUE ,20,60,60,60,60,60,60,209,209.100006, TRUE , FALSE ,0,21.700001, TRUE , FALSE ,95,95, TRUE , FALSE ,TRUE , TRUE , TRUE , TRUE , FALSE , TRUE , TRUE , FALSE , TRUE , TRUE , FALSE , FALSE 
18:09:54,0,0,0,0,0,0,0,0,188.96,178.9,167.88,137.63,84.33,95.89,94.09,93.55,85.48,0,1.255666,4.901999,1375.537109,4.122,6.795708,38.948002,7.357065,0.6436,0.692393,0.5,160.52,160.93,155.98,136.91,135.21,137.91,21.56,0, FALSE , TRUE , FALSE , FALSE , TRUE , FALSE , FALSE , TRUE , TRUE ,22,60,60,60,60,60,60,209,209, TRUE , FALSE ,0,21.6, TRUE , FALSE ,95,95, TRUE , FALSE ,TRUE , TRUE , TRUE , TRUE , FALSE , TRUE , TRUE , FALSE , TRUE , TRUE , FALSE , FALSE 
18:10:24,0,0,0,0,0,0,0,0,187.96,175.56,168.02,138.82,84.21,95.9,94.67,94.15,85.34,0,1.416,4.656666,1437.17334,4.17,6.679337,38.888,7.352901,0.6494,0.752879,0.5,160.49,160.97,156.02,136.91,135.15,137.86,21.56,0, FALSE , TRUE , FALSE , TRUE , TRUE , FALSE , FALSE , TRUE , TRUE ,18,60,60,60,60,60,60,209,209, TRUE , FALSE ,0,21.700001, TRUE , FALSE ,95,95, TRUE , FALSE ,TRUE , TRUE , TRUE , TRUE , FALSE , TRUE , TRUE , FALSE , TRUE , TRUE , FALSE , FALSE 
18:10:54,0,0,0,0,0,0,0,0,188.55,180.01,167.79,137.67,84.41,95.61,94.22,93.57,85.61,0,1.197667,4.36,1383.432861,4.227,6.52931,38.826,7.328414,0.6546,0.744856,0.5,160.49,160.91,155.97,136.86,135.21,137.92,21.58,0, FALSE , TRUE , FALSE , FALSE , TRUE , FALSE , FALSE , TRUE , TRUE ,22,60,60,60,60,60,60,209,209, TRUE , FALSE ,0,21.700001, TRUE , FALSE ,95,95, TRUE , FALSE ,TRUE , TRUE , TRUE , TRUE , FALSE , TRUE , TRUE , FALSE , TRUE , TRUE , FALSE , FALSE 
18:11:24,0,0,0,0,0,0,0,0,188.22,176.51,167.76,136.85,84.03,95.7,94.64,93.87,85.31,0.000333,1.342333,4.107333,1435.814941,4.276,6.709944,38.764,7.395723,0.6614,0.724447,0.5,160.54,160.96,156.05,136.9,135.25,137.94,21.57,0, FALSE , TRUE , FALSE , TRUE , TRUE , FALSE , FALSE , TRUE , TRUE ,19,60,60,60,60,60,60,209,209.100006, TRUE , FALSE ,0,21.6, TRUE , FALSE ,95,94.900002, TRUE , FALSE ,TRUE , TRUE , TRUE , TRUE , FALSE , TRUE , TRUE , FALSE , TRUE , TRUE , FALSE , FALSE 
18:11:54,0,0,0,0,0,0,0,0,188.71,180,167.89,136.11,84.44,95.66,94.17,93.45,85.57,0,1.23,4.521999,1378.423828,4.313,6.837178,38.702,7.407734,0.666,0.742953,0.5,160.52,160.93,156.07,136.9,135.24,137.93,21.58,0, FALSE , TRUE , FALSE , FALSE , TRUE , FALSE , FALSE , TRUE , TRUE ,22,60,60,60,60,60,60,209,209.100006, TRUE , FALSE ,0,21.700001, TRUE , FALSE ,95,95, TRUE , FALSE ,TRUE , TRUE , TRUE , TRUE , FALSE , TRUE , TRUE , FALSE , TRUE , TRUE , FALSE , FALSE 
18:12:24,0,0,0,0,0,0,0,0,188.06,176.27,167.79,137.55,84.4,96.01,94.79,94.24,85.5,0,1.235,4.507999,1424.608154,4.422,6.571309,38.641998,7.33423,0.6736,0.658002,0.5,160.49,160.91,156.02,136.86,135.26,137.94,21.57,0, FALSE , TRUE , FALSE , TRUE , TRUE , FALSE , FALSE , TRUE , TRUE ,20,60,60,60,60,60,60,209,209, TRUE , FALSE ,0,21.700001, TRUE , FALSE ,95,95, TRUE , FALSE ,TRUE , TRUE , TRUE , TRUE , FALSE , TRUE , TRUE , FALSE , TRUE , TRUE , FALSE , FALSE 
18:12:54,0,0,0,0,0,0,0,0,188.82,179.7,168.1,137.79,84.19,95.86,94.55,93.91,85.54,0,1.295333,4.842333,1391.243408,4.457,6.70345,38.580002,7.354539,0.6782,0.752311,0.5,160.45,160.91,156.05,136.85,135.26,137.93,21.58,0, FALSE , TRUE , FALSE , FALSE , TRUE , FALSE , FALSE , TRUE , TRUE ,21,60,60,60,60,60,60,209,209.100006, TRUE , FALSE ,0,21.799999, TRUE , FALSE ,95,94.900002, TRUE , FALSE ,TRUE , TRUE , TRUE , TRUE , FALSE , TRUE , TRUE , FALSE , TRUE , TRUE , FALSE , FALSE 
18:13:24,0,0,0,0,0,0,0,0,187.64,177.15,167.57,138.94,83.95,96,94.34,94.02,85.36,0,1.339,4.800666,1417.561768,4.508,6.875283,38.518002,7.373998,0.6846,0.676013,0.5,160.57,160.99,156.16,136.93,135.29,137.97,21.58,0, FALSE , TRUE , FALSE , FALSE , TRUE , FALSE , FALSE , TRUE , TRUE ,20,60,60,60,60,60,60,209,208.800003, TRUE , FALSE ,0,21.799999, TRUE , FALSE ,95,95, TRUE , FALSE ,TRUE , TRUE , TRUE , TRUE , FALSE , TRUE , TRUE , FALSE , TRUE , TRUE , FALSE , FALSE 
